action,timestamp,output,input,setpoint,setdegree
forward,1460701681684,41,0,0,253.21016962881527
forward,1460701681689,41,0,0,253.21016962881527
forward,1460701681694,41,0,0,253.21016962881527
forward,1460701681699,41,0,0,253.21016962881527
forward,1460701681705,41,0,0,253.21016962881527
forward,1460701681711,41,0,0,253.21016962881527
forward,1460701681716,41,0,0,253.21016962881527
forward,1460701681721,41,0,0,253.21016962881527
forward,1460701681726,255,7,0,253.21016962881527
forward,1460701681732,255,7,0,253.21016962881527
forward,1460701681739,255,7,0,253.21016962881527
forward,1460701681745,255,7,0,253.21016962881527
forward,1460701681750,255,7,0,253.21016962881527
forward,1460701681756,255,7,0,253.21016962881527
forward,1460701681762,255,7,0,253.21016962881527
forward,1460701681767,255,7,0,253.21016962881527
forward,1460701681773,255,7,0,253.21016962881527
forward,1460701681779,5,0,0,253.21016962881527
forward,1460701681784,5,0,0,253.21016962881527
forward,1460701681789,5,0,0,253.21016962881527
forward,1460701681795,5,0,0,253.21016962881527
forward,1460701681801,5,0,0,253.21016962881527
forward,1460701681811,5,0,0,253.21016962881527
forward,1460701681820,5,0,0,253.21016962881527
forward,1460701681825,5,0,0,253.21016962881527
forward,1460701681831,5,0,0,253.21016962881527
forward,1460701681837,5,0,0,253.21016962881527
forward,1460701681842,5,0,0,253.21016962881527
forward,1460701681847,5,0,0,253.21016962881527
forward,1460701681852,255,10,0,253.21016962881527
forward,1460701681857,255,10,0,253.21016962881527
forward,1460701681862,255,10,0,253.21016962881527
forward,1460701681868,255,10,0,253.21016962881527
forward,1460701681874,255,10,0,253.21016962881527
forward,1460701681879,255,10,0,253.21016962881527
forward,1460701681884,255,10,0,253.21016962881527
forward,1460701681889,255,10,0,253.21016962881527
forward,1460701681894,255,10,0,253.21016962881527
forward,1460701681899,255,10,0,253.21016962881527
forward,1460701681904,255,10,0,253.21016962881527
forward,1460701681909,255,10,0,253.21016962881527
forward,1460701681914,255,10,0,253.21016962881527
forward,1460701681919,255,10,0,253.21016962881527
forward,1460701681924,255,10,0,253.21016962881527
forward,1460701681929,88,1,0,253.21016962881527
forward,1460701681934,88,1,0,253.21016962881527
forward,1460701681939,88,1,0,253.21016962881527
forward,1460701681944,88,1,0,253.21016962881527
forward,1460701681949,88,1,0,253.21016962881527
forward,1460701681954,88,1,0,253.21016962881527
forward,1460701681959,88,1,0,253.21016962881527
forward,1460701681964,88,1,0,253.21016962881527
forward,1460701681969,88,1,0,253.21016962881527
forward,1460701681974,88,1,0,253.21016962881527
forward,1460701681980,88,1,0,253.21016962881527
forward,1460701681985,88,1,0,253.21016962881527
forward,1460701681990,88,1,0,253.21016962881527
forward,1460701681995,88,1,0,253.21016962881527
forward,1460701682000,88,1,0,253.21016962881527
forward,1460701682005,255,8,0,253.21016962881527
forward,1460701682010,255,8,0,253.21016962881527
forward,1460701682015,255,8,0,253.21016962881527
forward,1460701682020,255,8,0,253.21016962881527
forward,1460701682025,255,8,0,253.21016962881527
forward,1460701682030,255,8,0,253.21016962881527
forward,1460701682035,255,8,0,253.21016962881527
forward,1460701682040,255,8,0,253.21016962881527
forward,1460701682045,255,8,0,253.21016962881527
forward,1460701682050,255,8,0,253.21016962881527
forward,1460701682060,139,2,0,253.21016962881527
forward,1460701682069,139,2,0,253.21016962881527
forward,1460701682075,139,2,0,253.21016962881527
forward,1460701682080,139,2,0,253.21016962881527
forward,1460701682085,139,2,0,253.21016962881527
forward,1460701682090,139,2,0,253.21016962881527
forward,1460701682095,139,2,0,253.21016962881527
forward,1460701682100,139,2,0,253.21016962881527
forward,1460701682105,139,2,0,253.21016962881527
forward,1460701682110,139,2,0,253.21016962881527
forward,1460701682115,139,2,0,253.21016962881527
forward,1460701682120,139,2,0,253.21016962881527
forward,1460701682125,139,2,0,253.21016962881527
forward,1460701682130,255,8,0,253.21016962881527
forward,1460701682135,255,8,0,253.21016962881527
forward,1460701682140,255,8,0,253.21016962881527
forward,1460701682145,255,8,0,253.21016962881527
forward,1460701682150,255,8,0,253.21016962881527
forward,1460701682155,255,8,0,253.21016962881527
forward,1460701682160,255,8,0,253.21016962881527
forward,1460701682165,255,8,0,253.21016962881527
forward,1460701682170,255,8,0,253.21016962881527
forward,1460701682175,255,8,0,253.21016962881527
forward,1460701682180,255,8,0,253.21016962881527
forward,1460701682185,255,8,0,253.21016962881527
forward,1460701682190,255,8,0,253.21016962881527
forward,1460701682195,255,8,0,253.21016962881527
forward,1460701682200,255,8,0,253.21016962881527
forward,1460701682205,90,1,0,253.21016962881527
forward,1460701682210,90,1,0,253.21016962881527
forward,1460701682216,90,1,0,253.21016962881527
forward,1460701682221,90,1,0,253.21016962881527
forward,1460701682226,90,1,0,253.21016962881527
forward,1460701682232,90,1,0,253.21016962881527
forward,1460701682237,90,1,0,253.21016962881527
forward,1460701682243,90,1,0,253.21016962881527
forward,1460701682249,90,1,0,253.21016962881527
forward,1460701682255,177,3,0,253.21016962881527
forward,1460701682261,177,3,0,253.21016962881527
forward,1460701682266,177,3,0,253.21016962881527
forward,1460701682271,177,3,0,253.21016962881527
forward,1460701682276,177,3,0,253.21016962881527
forward,1460701682281,177,3,0,253.21016962881527
forward,1460701682287,177,3,0,253.21016962881527
forward,1460701682292,177,3,0,253.21016962881527
forward,1460701682298,177,3,0,253.21016962881527
forward,1460701682302,177,3,0,253.21016962881527
forward,1460701682312,177,3,0,253.21016962881527
forward,1460701682321,177,3,0,253.21016962881527
