1460714029003 Device(s) COM5  
1460714029022 Connected COM5  
1460714032232 Repl Initialized  
>> action,timestamp,output,input,setpoint,setdegree,heading
rotate,1460714032308,NaN,100.00000000000003,0,290.03312055433116,190.03312055433113
rotate,1460714032318,255,100.00000000000003,0,290.03312055433116,190.03312055433113
rotate,1460714032323,255,100.00000000000003,0,290.03312055433116,190.03312055433113
rotate,1460714032330,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032337,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032345,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032351,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032356,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032361,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032366,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032372,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032382,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032391,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032398,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032409,255,98.64098472277846,0,290.03312055433116,191.3921358315527
rotate,1460714032416,255,95.10170337619363,0,290.03312055433116,194.93141717813754
rotate,1460714032421,255,95.10170337619363,0,290.03312055433116,194.93141717813754
rotate,1460714032427,255,95.10170337619363,0,290.03312055433116,194.93141717813754
rotate,1460714032435,255,95.10170337619363,0,290.03312055433116,194.93141717813754
rotate,1460714032448,255,95.10170337619363,0,290.03312055433116,194.93141717813754
rotate,1460714032455,255,95.10170337619363,0,290.03312055433116,194.93141717813754
rotate,1460714032464,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032473,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032479,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032484,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032489,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032494,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032500,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032505,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032510,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032515,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032521,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032528,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032535,255,100.27515711298335,0,290.03312055433116,189.7579634413478
rotate,1460714032541,255,101.79750123012167,0,290.03312055433116,188.2356193242095
rotate,1460714032546,255,101.79750123012167,0,290.03312055433116,188.2356193242095
rotate,1460714032551,255,101.79750123012167,0,290.03312055433116,188.2356193242095
rotate,1460714032556,255,101.79750123012167,0,290.03312055433116,188.2356193242095
rotate,1460714032562,255,101.79750123012167,0,290.03312055433116,188.2356193242095
rotate,1460714032567,255,101.79750123012167,0,290.03312055433116,188.2356193242095
rotate,1460714032572,255,101.79750123012167,0,290.03312055433116,188.2356193242095
rotate,1460714032578,255,101.79750123012167,0,290.03312055433116,188.2356193242095
rotate,1460714032583,255,101.79750123012167,0,290.03312055433116,188.2356193242095
rotate,1460714032589,255,101.79750123012167,0,290.03312055433116,188.2356193242095
rotate,1460714032594,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032600,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032610,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032620,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032625,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032631,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032637,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032642,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032648,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032653,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032659,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032664,255,91.04990349510496,0,290.03312055433116,198.9832170592262
rotate,1460714032668,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032674,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032682,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032690,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032695,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032701,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032706,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032711,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032717,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032724,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032732,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032737,255,92.82654796628972,0,290.03312055433116,197.20657258804144
rotate,1460714032742,255,78.4918051629462,0,290.03312055433116,211.54131539138496
rotate,1460714032747,255,78.4918051629462,0,290.03312055433116,211.54131539138496
rotate,1460714032752,255,78.4918051629462,0,290.03312055433116,211.54131539138496
rotate,1460714032757,255,78.4918051629462,0,290.03312055433116,211.54131539138496
rotate,1460714032762,255,78.4918051629462,0,290.03312055433116,211.54131539138496
rotate,1460714032767,255,78.4918051629462,0,290.03312055433116,211.54131539138496
rotate,1460714032772,255,78.4918051629462,0,290.03312055433116,211.54131539138496
rotate,1460714032777,255,78.4918051629462,0,290.03312055433116,211.54131539138496
rotate,1460714032782,255,78.4918051629462,0,290.03312055433116,211.54131539138496
