1460713953604 Device(s) COM5  
1460713953625 Connected COM5  
1460713956839 Repl Initialized  
>> action,timestamp,output,input,setpoint,setdegree,heading
rotate,1460713956889,NaN,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956900,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956906,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956911,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956916,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956922,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956927,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956933,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956938,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956943,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956948,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956955,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956962,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956967,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956972,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956977,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956982,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956989,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956994,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713956999,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713957005,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713957010,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713957016,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713957021,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713957027,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713957037,255,40.00000000000001,0,89.55376797915864,49.55376797915863
rotate,1460713957047,255,41.55846469155588,0,89.55376797915864,47.99530328760275
rotate,1460713957052,255,41.55846469155588,0,89.55376797915864,47.99530328760275
rotate,1460713957057,255,41.55846469155588,0,89.55376797915864,47.99530328760275
rotate,1460713957062,255,41.55846469155588,0,89.55376797915864,47.99530328760275
rotate,1460713957067,255,41.55846469155588,0,89.55376797915864,47.99530328760275
rotate,1460713957074,255,41.55846469155588,0,89.55376797915864,47.99530328760275
rotate,1460713957082,255,41.55846469155588,0,89.55376797915864,47.99530328760275
rotate,1460713957090,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957098,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957103,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957108,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957114,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957120,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957126,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957131,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957137,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957142,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957147,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957152,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957157,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957165,255,37.157972723750845,0,89.55376797915864,52.39579525540779
rotate,1460713957174,255,35.487265239342456,0,89.55376797915864,54.06650273981618
rotate,1460713957180,255,35.487265239342456,0,89.55376797915864,54.06650273981618
rotate,1460713957186,255,35.487265239342456,0,89.55376797915864,54.06650273981618
rotate,1460713957191,255,35.487265239342456,0,89.55376797915864,54.06650273981618
rotate,1460713957196,255,35.487265239342456,0,89.55376797915864,54.06650273981618
rotate,1460713957201,255,35.487265239342456,0,89.55376797915864,54.06650273981618
rotate,1460713957206,255,35.487265239342456,0,89.55376797915864,54.06650273981618
rotate,1460713957211,255,35.487265239342456,0,89.55376797915864,54.06650273981618
rotate,1460713957216,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957221,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957226,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957231,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957237,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957243,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957248,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957253,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957258,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957264,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957270,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957275,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957280,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957285,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957290,255,32.38946667350014,0,89.55376797915864,57.1643013056585
rotate,1460713957295,255,31.714951699257824,0,89.55376797915864,57.83881627990081
rotate,1460713957301,255,31.714951699257824,0,89.55376797915864,57.83881627990081
rotate,1460713957306,255,31.714951699257824,0,89.55376797915864,57.83881627990081
rotate,1460713957311,255,31.714951699257824,0,89.55376797915864,57.83881627990081
rotate,1460713957316,255,31.714951699257824,0,89.55376797915864,57.83881627990081
rotate,1460713957321,255,31.714951699257824,0,89.55376797915864,57.83881627990081
rotate,1460713957326,255,31.714951699257824,0,89.55376797915864,57.83881627990081
rotate,1460713957331,255,31.714951699257824,0,89.55376797915864,57.83881627990081
rotate,1460713957336,255,31.714951699257824,0,89.55376797915864,57.83881627990081
rotate,1460713957342,255,31.714951699257824,0,89.55376797915864,57.83881627990081
rotate,1460713957347,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957352,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957358,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957364,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957371,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957376,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957381,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957387,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957392,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957398,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957403,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957408,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957414,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957420,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957424,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957431,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957438,255,30.629523937579663,0,89.55376797915864,58.92424404157897
rotate,1460713957446,255,28.788935390041935,0,89.55376797915864,60.7648325891167
rotate,1460713957451,255,28.788935390041935,0,89.55376797915864,60.7648325891167
rotate,1460713957458,255,28.788935390041935,0,89.55376797915864,60.7648325891167
rotate,1460713957463,255,28.788935390041935,0,89.55376797915864,60.7648325891167
rotate,1460713957468,255,28.788935390041935,0,89.55376797915864,60.7648325891167
rotate,1460713957475,255,28.788935390041935,0,89.55376797915864,60.7648325891167
rotate,1460713957482,255,28.788935390041935,0,89.55376797915864,60.7648325891167
rotate,1460713957488,255,28.788935390041935,0,89.55376797915864,60.7648325891167
rotate,1460713957494,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957498,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957505,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957510,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957515,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957522,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957527,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957532,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957537,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957542,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957547,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957552,255,26.488762551249557,0,89.55376797915864,63.06500542790908
rotate,1460713957558,255,26.488762551249557,0,89.55376797915864,63.06500542790908
